ListingId	DateTime	URL
177650937	2023-08-18 16:24:28	unit-2-20-blackman-crescent-macquarie-act-2614
181038099	2023-05-22 09:29:17	unit-3-23-bradfield-street-downer-act-2602
181060606	2023-05-30 09:57:15	unit-1-33-wisdom-street-hughes-act-2605
181069891	2023-02-09 11:46:46	7b-bathurst-place-macquarie-act-2614
181197037	2023-01-05 17:03:11	level-e-unit-8-3-billabong-street-lawson-act-2617
181253528	2023-01-03 18:02:56	bruce-act-2617?tid=181253528
181260351	2023-03-23 09:37:19	4-brissenden-street-franklin-act-2913
181261682	2023-01-09 18:18:26	38-shillam-chase-whitlam-act-2611
181263476	2023-01-16 13:24:58	unit-6-21-burra-place-braddon-act-2612
181264222	2023-01-09 14:30:37	spence-act-2615?tid=181264222
181266556	2023-01-07 12:20:16	unit-88-56-forbes-street-turner-act-2612
181270932	2023-01-12 20:53:58	unit-10-221-john-gorton-drive-wright-act-2611
181275624	2023-01-11 12:40:39	unit-303-81-cooyong-street-city-act-2601
181279352	2023-01-15 13:17:48	booroondara-street-reid-act-2612?tid=181279352
181288542	2023-06-13 13:03:48	unit-2-109-canberra-avenue-griffith-act-2603
181288542	2023-03-03 09:28:27	unit-2-109-canberra-avenue-griffith-act-2603
181295146	2023-01-18 10:13:42	bruce-act-2617?tid=181295146
181295276	2023-01-18 12:43:37	phillip-avenue-downer-act-2602?tid=181295276
181295508	2023-01-23 09:13:24	o-connor-act-2602?tid=181295508
181296260	2023-04-13 13:22:50	level-a-unit-19-25-eastlake-parade-kingston-act-2604
181299750	2023-01-19 12:41:33	87-monaro-crescent-griffith-act-2603
181303517	2023-01-20 10:10:46	unit-6-67-freda-bennett-circuit-nicholls-act-2913
181303537	2023-01-24 10:52:26	148-monaro-crescent-red-hill-act-2603
181308074	2023-01-27 08:48:01	unit-18-78-hodgson-crescent-pearce-act-2607
181311177	2023-01-24 15:03:44	37-elimatta-street-reid-act-2612
181311212	2023-01-24 11:10:35	56-carstensz-street-griffith-act-2603
181320342	2023-01-27 11:31:10	unit-147-141-thynne-street-bruce-act-2617
181320768	2023-01-27 17:28:50	25-newman-street-yarralumla-act-2600
181323267	2023-01-28 03:30:08	level-a-unit-81-8-veryard-lane-belconnen-act-2617
181323456	2023-02-10 20:36:11	unit-12-3-elvire-place-palmerston-act-2913
181323458	2023-01-31 23:44:36	phillip-act-2606?tid=181323458
181323648	2023-02-08 22:00:07	4-crampton-place-fadden-act-2904
181323972	2023-01-30 11:01:09	13-waygoose-street-kingston-act-2604
181327345	2023-01-31 09:31:05	unit-24b-12-albermarle-place-phillip-act-2606
181327542	2023-04-27 08:26:40	94-lambrigg-street-farrer-act-2607
181329786	2023-02-03 10:57:53	giralang-act-2617?tid=181329786
181329787	2023-02-09 22:18:27	14-grampians-street-palmerston-act-2913
181331787	2023-02-01 17:30:13	7-clews-place-bruce-act-2617
